msg_id,score,is_useful,p_tag,split,len,text,id
<4207101.1075846358119.JavaMail.evans@thyme>,0.94696695,1,P_9,train,24,i agree with steve kean 's response -- going after liability protection is probably going to be more viable than finding stranded costs .,7
<22761684.1075861507915.JavaMail.evans@thyme>,0.61668134,1,P_6,train,44,"the options he has cashed in recent years , as well as those he now owns , are badly out of the money at enron 's current stock price of $ 9.98 , down from a peak reached in 2000 of $ 90.75 .",156
<29048650.1075841434265.JavaMail.evans@thyme>,0.99468344,0,P_9,train,6,any thanks for the input .,5
<3520034.1075855348385.JavaMail.evans@thyme>,0.3698175999999999,0,P_3,train,5,g. jackson oak 15 .,177
<19712576.1075857424815.JavaMail.evans@thyme>,0.40320107,0,P_4,train,3,12/29/2000 - MTM,0
<30302806.1075840948739.JavaMail.evans@thyme>,0.8820312,0,P_8,train,10,does anytime from 1 - 3p work for everyone .,115
<27337870.1075845190093.JavaMail.evans@thyme>,0.52074975,0,P_5,val,5,associated = called him .,8
<17211789.1075845055925.JavaMail.evans@thyme>,0.09264616,1,P_0,train,26,temporary modification of the single - price auction so bids above $ 150 mwh can not set the market clearing price paid to all bidders .,28
<3480778.1075862725792.JavaMail.evans@thyme>,0.6166305000000001,1,P_6,train,8,Fire your boss - earn big from home!,0
<7487657.1075862340210.JavaMail.evans@thyme>,0.36140117,0,P_3,val,3,Tuesday Tutoring Cancelled,0
<20143503.1075860863267.JavaMail.evans@thyme>,0.32879764,0,P_3,train,6,+1 617 - 441 - 1344,17
<23575951.1075857353512.JavaMail.evans@thyme>,0.19488215,0,P_1,train,11,it did n't even loo= k like the same defense .,92
<5970290.1075853134660.JavaMail.evans@thyme>,0.11608161,1,P_1,train,31,maine gov. king ( i ) vetoes a bill that would have restricted hospitals and other health care facilities from using government funds to fight union organizing . . . .,53
<3853487.1075841347410.JavaMail.evans@thyme>,0.3471684,1,P_3,test,21,"the chances of ismail losing a mule to a raiding party are approximately one in 30 , or 3.33 percent .",60
<15328069.1075845334285.JavaMail.evans@thyme>,0.28368858,0,P_2,train,5,1107 nuke 9/18/2000 0:00 0,198
<17382236.1075861773765.JavaMail.evans@thyme>,0.95422,1,P_9,val,16,interested speakers will receive a formal invitation from the trade fair group confirming their attendance .,18
<15837836.1075859607865.JavaMail.evans@thyme>,0.96362257,1,P_9,train,31,the force majeure relief for this particular product has been clarified to ensure that force majeure relief is not available in the event that non - firm transmission is scheduled .,2
<10504357.1075855713427.JavaMail.evans@thyme>,0.0561666,0,P_0,train,13,subject : re : western wholesale activities - gas & power conf .,5
<19552406.1075844053313.JavaMail.evans@thyme>,0.672716,0,P_6,val,29,"ip - tv on your desktop , in the start menu under programs we have added an exciting element to pledging this year , an electronic=20 pledging system .",14
<13801360.1075852918364.JavaMail.evans@thyme>,0.23550838,1,P_2,train,17,"> eight have tested hiv positive and because of the nature of the > disease , >",31
<32767285.1075846390129.JavaMail.evans@thyme>,0.51672673,1,P_5,train,7,forwarded by james m bannantine / enron_development,14
<2570174.1075852467378.JavaMail.evans@thyme>,0.7711463000000001,1,P_7,train,18,"while commissioner nora mead brownell indicated support for wood 's position , breathitt took up the opposition .",52
<28609978.1075862147253.JavaMail.evans@thyme>,0.10841211,0,P_1,train,15,( dpc has served= arbitration notices against the state government for latter 's default in,58
<16020647.1075844827670.JavaMail.evans@thyme>,0.19894534,1,P_1,train,8,(01-46) TERMINATION OF MEMBERS RETENTION AND RETIREMENT PLAN,0
<11318138.1075843689748.JavaMail.evans@thyme>,0.53745764,0,P_5,train,19,whether either report wins over the public incensed by high natural gas=20 prices is a different matter entirely .,49
<14244658.1075846821216.JavaMail.evans@thyme>,0.23025224,0,P_2,train,6,vitality and intensity of expression .,4
<30392846.1075842273443.JavaMail.evans@thyme>,0.1045885,0,P_1,train,16,", ronson kung / na / enron@enron , james f michael kushner / na / enron@enron",164
<24466402.1075844911731.JavaMail.evans@thyme>,0.09701076,0,P_0,test,15,"mark taylor / hou / ect@ect , lisa yoho / na / enron@enron cc :",6
<20885708.1075862080641.JavaMail.evans@thyme>,0.30550206,1,P_3,train,7,", wr was - damons doormats updated",112
<3673666.1075854675394.JavaMail.evans@thyme>,0.7726953000000001,1,P_7,val,15,he may be re - inserted into the starting lineup to shake things up .,30
<17137979.1075856931254.JavaMail.evans@thyme>,0.2518382999999999,1,P_2,train,8,bob brooks gpcm natural gas market forecasting system,31
<13670370.1075861123093.JavaMail.evans@thyme>,0.971989,1,P_9,train,11,optional room upgrades are available click below for online booking !,76
<11229334.1075862397643.JavaMail.evans@thyme>,0.076457426,0,P_0,train,14,"text - align : center ; punctuation - wrap : hanging "" align=""center""><b><font face=""times",29
<13433389.1075845885605.JavaMail.evans@thyme>,0.32829466,0,P_3,train,24,= 20 support of you and your campaigners to increase participation levels across= = 20 the ena organization and reach our financial goals .,16
<31938762.1075840094820.JavaMail.evans@thyme>,0.5702328000000001,1,P_5,train,11,dad are on following this on - line as well .,18
<30632.1075846276493.JavaMail.evans@thyme>,0.29893315,0,P_2,train,10,the aircraft averages 20 - 40 hours per month .,39
<20751090.1075852274702.JavaMail.evans@thyme>,0.9775595,1,P_9,train,16,there is also the feeling that we stand a great chance of winning at ferc .,29
<31792474.1075844809540.JavaMail.evans@thyme>,0.76760495,1,P_7,test,7,please call jessica nunez at ext .,89
<17764452.1075859170378.JavaMail.evans@thyme>,0.7018335,1,P_7,train,11,"if so , please get the information to gerald nemec .",3
<20106656.1075847097994.JavaMail.evans@thyme>,0.55161864,1,P_5,train,9,you are correct -- i understood > that >,9
<14141558.1075844275820.JavaMail.evans@thyme>,0.31169838,0,P_3,train,5,rod hayslett 11/08/2000 06:58 am,17
<28460098.1075840280766.JavaMail.evans@thyme>,0.9874979,1,P_9,train,12,i enjoyed looking through the agenda for your meeting in sweden .,4
<14317240.1075863019550.JavaMail.evans@thyme>,0.7600342,1,P_7,train,30,"rookie anthony thomas , who has emerged as the chicago bears ' top running back this season , may miss sunday 's nfc central clash against the minnesota vikings .",1
<15259824.1075858622793.JavaMail.evans@thyme>,0.1630378999999999,1,P_1,val,9,"we supposed to do , write to them ?",47
<24199942.1075852811292.JavaMail.evans@thyme>,0.2264261,0,P_2,train,5,mayres@lighthouse-energy.com - washington outlook 9-28-01.doc,6
<31275423.1075842561673.JavaMail.evans@thyme>,0.11881506,0,P_1,train,16,"to : david clements / et&s / enron , larry fenstad / ots / enron@enron ,",19
<33198631.1075847441030.JavaMail.evans@thyme>,0.18868804,0,P_1,train,10,"05 01 , rev3redline.doc > enron nda 01 05 01",84
<26641718.1075844454998.JavaMail.evans@thyme>,0.92502505,1,P_9,train,16,i told judy lee that you would be resending the confirm with the new language .,3
<18107303.1075858860290.JavaMail.evans@thyme>,0.36140117,0,P_3,test,3,FW: TW/NNG Projects,0
<21388450.1075840049155.JavaMail.evans@thyme>,0.37897742,0,P_3,train,17,share a sinfully div= ine fare from chef carl johnston 's evening specials including dishes like =,3
<28545039.1075847075528.JavaMail.evans@thyme>,0.29094788,0,P_2,train,10,"lynn.aven@enron.com , rick.hopkinson@enron.com , afac@tozzini.com.br , autumi@tozzini.com.br , krishna@tozzini.com.br ,",5
<19514627.1075843851126.JavaMail.evans@thyme>,0.1368739,0,P_1,train,29,"= 01&shocking=018 the economy or consumers=01 , wallets ( e.g. , amortize the r= ecovery of=20 the utilities=01 , debt over a 5 - 10 year period ) .",149
<32302332.1075853035961.JavaMail.evans@thyme>,0.1636332,0,P_1,test,10,7:00 am - 7:55 am ( central standard time ),2
<21933958.1075840545437.JavaMail.evans@thyme>,0.88619804,1,P_8,train,7,br > purchase your psl online .,41
<13300809.1075858141178.JavaMail.evans@thyme>,0.2528715,0,P_2,val,6,Re: Re[2]: The Joys of Marriage,0
<17057293.1075847161902.JavaMail.evans@thyme>,0.17703503,1,P_1,train,13,forwarded by tana jones / hou / ect on 10/21/99 03:01 pm ---------------------------,1
<10959057.1075846329776.JavaMail.evans@thyme>,0.415944,0,P_4,train,14,tva is a transmission=20 bottleneck due to the many tlrs called this summer .,126
<2943840.1075841146795.JavaMail.evans@thyme>,0.07771475,0,P_0,train,20,"greenwood , republican of pennsylvania , called him the ' ' betty crocker of = cooked books . ' '",373
<17353080.1075862446648.JavaMail.evans@thyme>,0.25170273,0,P_2,train,5,5.1 2.0 1.5 4.2 count,136
<29774830.1075842672786.JavaMail.evans@thyme>,0.2912659,1,P_2,train,25,"when i first got here in 1954 , there was a broken - down old shack in the end zone , "" he says .",217
<10897357.1075863016645.JavaMail.evans@thyme>,0.14722955,1,P_1,train,11,"in fact , kate just got back from jamaica this week.<br",43
<6739644.1075859836873.JavaMail.evans@thyme>,0.7213581,0,P_7,train,6,"= 09=09 = 09=09thursday , may",796
<16471030.1075840162388.JavaMail.evans@thyme>,0.38808286,1,P_3,val,27,"we harbor concerns that investors are discounting a complete msft victory , and would use any volatility from this excess litigation noise to accumulate the stock .",98
<7357037.1075843685931.JavaMail.evans@thyme>,0.19644773,1,P_1,train,56,"contractually , the government of india would have to pay one year 's electricity bill , totalling at present prices to about rs 14 - 15 billion , and take over dabhol power company 's ( dpc ) debt , which stands around $ 300 million , if the project was terminated , basu said .",229
<21469080.1075863370609.JavaMail.evans@thyme>,0.5139621,0,P_5,train,13,"duke ( duk , 38.75 , strong buy ) up 2 % .",12
<8736071.1075860919986.JavaMail.evans@thyme>,0.12999503,1,P_1,test,22,ago * british energy minister against takeover of enterprise oil * court overturns approval of aep and central and south west merger,11
<13360190.1075854674356.JavaMail.evans@thyme>,0.07453496,1,P_0,train,9,"jerry rice , wr sf - thrill kill cult",87
<16360975.1075849453597.JavaMail.evans@thyme>,0.3922884,1,P_3,train,8,the lanai if only it were still open,51
<14881574.1075846021305.JavaMail.evans@thyme>,0.5368003,0,P_5,train,4,Status of AEW's projects,0
<25688828.1075840095370.JavaMail.evans@thyme>,0.5825805000000001,1,P_5,val,38,"but it had obviously pleased her more than the rest , because she repeated it many times , each time with a bit more zeal , until it finally sounded like a marvelous one - word song .",16
<8443272.1075850580453.JavaMail.evans@thyme>,0.19064051,0,P_1,test,8,"sent : saturday , june 23 , 2001",7
<430201.1075840931879.JavaMail.evans@thyme>,0.14741509,1,P_1,val,52,"between june 1999 and september 2001 enron and enron - affiliated entities did 24 deals with ljm1 or ljm2 or both , ranging from buying and selling hard assets , purchasing debt or equity interests , and selling the rights to buy or sell shares of stock at certain preset prices .",295
<32351384.1075842266662.JavaMail.evans@thyme>,0.7241797,0,P_7,test,6,i have attached the revision .,1
<13750689.1075852012784.JavaMail.evans@thyme>,0.040017597,0,P_0,train,19,i am copying my four colleagues because they share with me elements of=20 budgetary reponsibility.=20 from : james bramwell,16
<4424133.1075841365040.JavaMail.evans@thyme>,0.31991723,0,P_3,train,4,RE: Deals Pending Confirmation,0
<3477294.1075861118106.JavaMail.evans@thyme>,0.4529208999999999,0,P_4,train,10,"st. john 's , st. l= ucia , more !",49
<6075511.1075858461546.JavaMail.evans@thyme>,0.19981757,1,P_1,train,25,"that 's partly because of the attention commanded by the energy crisis , which has included rolling blackouts in california where > deregulation failed .",50
<15391432.1075857562092.JavaMail.evans@thyme>,0.21923417,0,P_2,train,10,s=20 to alternative regas terminals - cove point and boston,17
<8042691.1075858697111.JavaMail.evans@thyme>,0.16396648,1,P_1,train,9,FERC refund investigation into Pacific Northwest spot power sales,0
<15410753.1075844521477.JavaMail.evans@thyme>,0.5859728,1,P_5,train,10,the second zipped file is the dte for june .,16
<3560525.1075862591363.JavaMail.evans@thyme>,0.8411071,1,P_8,train,21,maybe the dallas morning news should start a bcs poll to even the score with it 's own polling methods .,40
<15941165.1075840408309.JavaMail.evans@thyme>,0.22038573,1,P_2,test,9,you know ... they > have frozen glasses ...,11
<12136339.1075858957923.JavaMail.evans@thyme>,0.026513977,0,P_0,train,73,"to : aronowitz , alan ; calo , andrea ; cooper , tracy j. ( ebs ) ; gaffney , chris ; hansen , leslie ; hodge , jeffrey t. ; johnston , greg ; keohane , peter ; korkmas , deb ; mcbride , jane ; minns , david ; nettelton , marcus ; powell , mark ; rossi , robbi ; van hooser , steve ; viverito , john cc :",3
<32481169.1075850036169.JavaMail.evans@thyme>,0.52739805,0,P_5,train,12,out - of - state generators pull plug over uncertainty on price=,3
<30716704.1075857884870.JavaMail.evans@thyme>,0.63585883,1,P_6,train,21,in order to liquidate enough stock to meet the initial amount of your margin call you must do the following :,41
<13151209.1075845426452.JavaMail.evans@thyme>,0.48421064,1,P_4,train,18,i am not sure if you want to talk to whally first before you talk to reuters .,2
<9989035.1075859550252.JavaMail.evans@thyme>,0.97795105,0,P_9,train,19,"subject : southern company rfp elizabeth , could you please review alabama power 's attached terms and conditions .",4
<21703262.1075861417339.JavaMail.evans@thyme>,0.40386426,0,P_4,train,2,Carrin Patman,0
<15761911.1075848335688.JavaMail.evans@thyme>,0.7314493000000001,1,P_7,train,27,"pma online magazine features in - depth articles , columns , and special reports on energy topics -- plus browse our archives of all past issues .",14
<2060001.1075853227273.JavaMail.evans@thyme>,0.13002588,1,P_1,val,23,"among other matters , the petition includes tort claims arising from acts of slander , fraud , and tortious interference with contract .",7
<15808091.1075845553733.JavaMail.evans@thyme>,0.038095575,1,P_0,train,21,1 . 5 million be allocated to ees and therefore remove ees 's positions from the wholesale gas and power groups,4
<29787388.1075852811780.JavaMail.evans@thyme>,0.4142845,0,P_4,train,11,"tin - 18,000 mt ( y2000 - 37,410 mt ) .",12
<1608637.1075852653215.JavaMail.evans@thyme>,0.23417129,0,P_2,val,8,6/28/01 robert d. franson 212 272 - 6196,5
<20885708.1075862080641.JavaMail.evans@thyme>,0.29194114,1,P_2,train,7,"jake plummer , qb ari - woltys",116
<28836559.1075856578379.JavaMail.evans@thyme>,0.99968266,1,P_9,train,15,i appreciate your consideration and thanks in advance if we can work this out .,12
<9076956.1075849804108.JavaMail.evans@thyme>,0.9784304,1,P_9,train,7,blanca can help make the arrangements .,2
<4525759.1075840825945.JavaMail.evans@thyme>,0.40386426,0,P_4,train,2,Template 09-05-01,0
<29143100.1075858622103.JavaMail.evans@thyme>,0.5304386999999999,1,P_5,train,16,the curriculum task force met with several national consultants during the two weeks following commencement .,9
<10937925.1075849620951.JavaMail.evans@thyme>,0.12516207,0,P_1,train,18,"only then would bondholders , who= = 20 are accustomed to being first in line , get paid.=20",733
<1042805.1075841368260.JavaMail.evans@thyme>,0.9759863,0,P_9,test,5,i need your expertise .,14
<32340900.1075862256043.JavaMail.evans@thyme>,0.21074636,1,P_2,train,10,word count : 339 relevance score on scale of 100,5
<26219463.1075855057449.JavaMail.evans@thyme>,0.17440166,0,P_1,val,12,"dabhol seeks dismissal of mseb 's special leave petition , sanjay jog=20",9
<2310697.1075859175920.JavaMail.evans@thyme>,0.21797816,0,P_2,train,9,( compatible ; msie 5.01 ; windows nt ;,38
<1916759.1075843172561.JavaMail.evans@thyme>,0.075436056,0,P_0,test,156,"for your registration pack , link to : http://www.optix2001.com/ investor index top 3com ventures , accident insurance , ampal - american israel , banexi ventures , barclays ventures , blackstone capital partners , cdb web tech , codexi , colonial life , expanso , first union capital partners , goldman sachs group , israel seed partners , itu ventures , johnson & johnson development , lunn partners , merrill lynch , merrion capital , mitsubishi , morgan keegan & co. , motorola , murphree venture partners , mustang ventures , natio vie et d , veloppement iii , north bridge venture partners , partech international , pi capital , reliant energy , southern union company , sutter hill ventures , thomas h. lee co. , trinity ventures , utilicorp united , validus partners , viventures , weston presidio capital , william blair new world ventures , yourenergysource your account click on the following links to :",365
<5947152.1075853061839.JavaMail.evans@thyme>,0.066314,0,P_0,train,23,"to : mccarran , penny ; mcdaniel , janet ; blair , lynn ; kowalke , terry ; buchanan , john cc :",6
<15053001.1075858503763.JavaMail.evans@thyme>,0.22673905,1,P_2,train,17,let 's all get together for supper at my house on thursday october 18th around 7:00pm .,14
<21381271.1075842377023.JavaMail.evans@thyme>,0.8470950999999999,1,P_8,val,30,"your resume is with several persons in different areas of e. should you receive a call let me know , so i can tell you more about these positions .",1
<19892597.1075859131296.JavaMail.evans@thyme>,0.22608109,1,P_2,train,16,this all started with hha asking folks to sign deed restrictions on our > property .,33
<17960685.1075840362627.JavaMail.evans@thyme>,0.2839366,0,P_2,train,8,occ 31-dec-01 pe - mxdwste - prc =,464
<11652107.1075855112746.JavaMail.evans@thyme>,0.31265813,1,P_3,train,8,"coach bob v. the nutt , yuck .",113
<31168014.1075856074710.JavaMail.evans@thyme>,0.63926727,1,P_6,train,7,operations contacts - week of march 12,7
<4590405.1075855394882.JavaMail.evans@thyme>,0.99869245,0,P_9,train,10,"thanks , and have a happy 4th ! ! !",4
<29507567.1075857698428.JavaMail.evans@thyme>,0.9424422,0,P_9,train,13,cc:=09=20 subject:=09 i would like to talk to you regarding this request .,5
<807481.1075840912362.JavaMail.evans@thyme>,0.2791046,0,P_2,train,23,"jones)- amid news that enron corp. ( ene ) will spin off its euro= pean operations , the collapse of a buyout from",191
<4475520.1075845080767.JavaMail.evans@thyme>,0.8278859000000001,1,P_8,train,20,"global risk management operations mid - year prc meeting will be held on friday , june 8 , 2001 8:00am",1
<33330951.1075843098672.JavaMail.evans@thyme>,0.19783677,1,P_1,train,18,"derek w. smith , co - founder of iengineer and former president and ceo , remains president .",67
<9322313.1075860255371.JavaMail.evans@thyme>,0.31039783,0,P_3,train,9,"power , l.p.=09physical coal 5=0911/27/96=09master energy purchase and sale",7
<31689216.1075862144525.JavaMail.evans@thyme>,0.47771323,0,P_4,val,18,"dpc in trouble , the time charter party signed between dpc and greenfield w= ill be scrapped .",96
<14819203.1075857532161.JavaMail.evans@thyme>,0.7317894,1,P_7,train,18,"no problem , just send me the details i need to send the travellers cheques by fedex .",1
<13862211.1075846318519.JavaMail.evans@thyme>,0.4776992999999999,1,P_4,train,9,they may be the only people who are .,72
<32463063.1075843694281.JavaMail.evans@thyme>,0.17737946,1,P_1,train,43,"the 2,184 mw power project has four equity partners - houston - based enron with 65 percent , u.s. giants general electric and bechtel with 10 percent each , and indian utility maharashtra state electricity board ( mseb ) with 15 percent .",107
<17060960.1075854474910.JavaMail.evans@thyme>,0.25657165,0,P_2,train,6,time : 2:30 pm - 4:30,5
<13798189.1075852295093.JavaMail.evans@thyme>,0.4744390999999999,0,P_4,train,6,enjoy ! - 20010919ercot_load.xls - 20010919ercot_flow.xls,1
<30440285.1075861516510.JavaMail.evans@thyme>,0.13230416,1,P_1,train,21,"a prophetic message should motivate people to righteousness , not placate them in their sin ( 1 peter 4:17 ) .",12
<2527558.1075860981341.JavaMail.evans@thyme>,0.8044023,1,P_8,train,11,- i extended the rate of $ .065 through march 31,12
<2448365.1075852484065.JavaMail.evans@thyme>,0.81195104,0,P_8,val,8,these issues are extremely important to en= ron,28
<23886805.1075860457412.JavaMail.evans@thyme>,0.60130405,0,P_6,train,23,"prices have increased far more in california , where natural g= as=20 is a central factor in the state 's energy crisis .",646
<17603383.1075860450241.JavaMail.evans@thyme>,0.31775978,0,P_3,train,12,"elio chavez , jr. , pasadena , ca , usa 22 )",45
<29965956.1075851642275.JavaMail.evans@thyme>,0.20715368,1,P_2,train,32,the california public utilities commission passed a 3 cent per kilowatt hour rate hike for customers of pg&e corp ( pcg news msgs unit pacific gas and electric co. and edison international,60
<2762799.1075855043939.JavaMail.evans@thyme>,0.75177485,1,P_7,train,11,bush 's new focus requires a shift in his china policy,24
<31402060.1075843161241.JavaMail.evans@thyme>,0.5560706,0,P_5,train,16,secured $ 22 million in a venture capital round led by harbourve= st partners . ?,193
<7589490.1075855419417.JavaMail.evans@thyme>,0.48988712,0,P_4,train,8,- top : 0px ; font - size,35
<13213843.1075843681416.JavaMail.evans@thyme>,0.13915814,1,P_1,test,38,"electric co. ( pcg , news , msgs ) , filed for protection from creditors under u.s. bankruptcy law on april 6 , hoping to settle its claims with power suppliers for something less than face value .",186
<19064032.1075844449022.JavaMail.evans@thyme>,0.79620916,1,P_7,train,8,could these entities be the contracting parties ?,10
<13213517.1075858359058.JavaMail.evans@thyme>,0.1500217,1,P_1,train,13,re : it was hard to wake up after that dinner though .,4
<19223965.1075855876665.JavaMail.evans@thyme>,0.15743144,1,P_1,train,18,"the people i asked to review the schedule are : buenos aires , sao paulo - scott mills",1
<5395205.1075843616047.JavaMail.evans@thyme>,0.83949405,1,P_8,train,30,"both data releases continued to show the economy as weak and vulnerable to further erosion , something the fed has suggested it wishes to arrest as quickly as possible .",19
<30097245.1075847975502.JavaMail.evans@thyme>,0.32798722,0,P_3,test,5,( fax ) - energyhumorjan5.doc,17
<30844151.1075844473949.JavaMail.evans@thyme>,0.21721032,1,P_2,train,9,re : termination of members retention and retirement plan,3
<1450831.1075858929724.JavaMail.evans@thyme>,0.112005085,0,P_1,test,5,what time is it ?,8
<14525931.1075844825899.JavaMail.evans@thyme>,0.96505696,1,P_9,train,18,i will send to you any comments regarding the guaranty once our lawyer has completed his review .,31
<14458313.1075843680582.JavaMail.evans@thyme>,0.6019834,1,P_6,val,15,i 'm not sure when the ma ag weighed in on the verizon petition .,3
<13794921.1075840994608.JavaMail.evans@thyme>,0.2270366,0,P_2,train,5,"10,035.34 +1.01 % nasd comp",18
<528017.1075843711055.JavaMail.evans@thyme>,0.24534465,1,P_2,train,30,"more than 1,600 products are traded daily on the web - based exchange , including energy , metals , bandwidth , pulp and paper , weather derivatives and plastics .",84
<22406408.1075840161291.JavaMail.evans@thyme>,0.5922907,0,P_5,train,6,planning full june loading program desp=,55
<1871126.1075858739732.JavaMail.evans@thyme>,0.5678916,0,P_5,train,30,hinchey also rejected the notion that some of the $ 20 billion could be provided in the economic stimulus package . - by lisa caruso -=-=-=-=-=-=-=- congressional operations dirksen opens,63
<22641786.1075843654074.JavaMail.evans@thyme>,0.20370181,1,P_2,val,8,the insurers spent tens of millions of dollars,73
<26094862.1075858719808.JavaMail.evans@thyme>,0.5108639,0,P_5,test,6,it 's his home number .,2
<15663822.1075840927304.JavaMail.evans@thyme>,0.20469296,1,P_2,train,10,the core business has really not been materially impacted .,521
<13758971.1075841315995.JavaMail.evans@thyme>,0.71965176,1,P_7,train,15,69.insta - gasm -pre - mature ejaculation at the sight of a beautiful woman .,140
<12910948.1075840826698.JavaMail.evans@thyme>,0.17780824,1,P_1,train,10,we have proabably had 20 meetings with this guy .,4
<12130975.1075854945097.JavaMail.evans@thyme>,0.68646044,0,P_6,train,5,ameren energy generating co w,18
<29945643.1075852361137.JavaMail.evans@thyme>,0.3796304,1,P_3,val,15,his best party trick is that he howls along with us when we sing .,22
<18522361.1075857113861.JavaMail.evans@thyme>,0.026666254,1,P_0,val,32,"so it 's not surprising that when he decided to ditch news writing and start his own operation , he picked something related to journalism -- but not a content company .",11
<13331473.1075858699723.JavaMail.evans@thyme>,0.0118176139999999,0,P_0,train,206,"ferris , frank ; fromer , howard ; hinrichs , lance ; lawner , leslie ; memari , tooran ; messer , bruno ; miller , terri ; rishe , frank ; ross , derrick ; schoen , mary ; snyder , brad ; sullivan , kathleen ; suttabustya , buranit ; thome , jennifer ; truxillo , wayne ; wininger , james ; ader , jeff ; anderson , jonathan d. ; anderson , meriwether ; bachmeier , rick ; bernstein , eitan ; bernstein , mark ; bertin , suzanne ; duda , geoff ; galow , gary ; hammond , pearce ; jackson , robert ; kazibwe , julia ; keene , patrick ; kingerski , harry ; kosnaski , andrew ; lopez , yolanda ; meigs , mark ; ogenyi , gloria ; steffes , james d. ; boston , roy ; bray , peter ; collins , joan ; landwehr , susan m. ; lassere , donald ; migden , janine ; stroup , kerry ; covino , susan ; magruder , kathleen ; merola , becky ; reichelderfer , thomas ; sandherr , cynthia subject : arkansas psc to scrap deregulation psc staff advises against deregulation sep. 7 , 2001",13
<23271502.1075854155587.JavaMail.evans@thyme>,0.27620453,1,P_2,train,17,let 's try to get there about 8:15 to warm up and talk about our strategy .,13
<11211372.1075858485239.JavaMail.evans@thyme>,0.4784279999999999,1,P_4,train,32,"this will be one of our most "" content - rich "" events - reporting on surveys on high tech acquisitions as well as best practices in successful mergers and partnerships .",5
<2282161.1075852802435.JavaMail.evans@thyme>,0.23011832,0,P_2,train,5,by kathi mosbacher houston chronicle,93
<11692237.1075861413643.JavaMail.evans@thyme>,0.81780374,1,P_8,train,19,"hunter , attached is the file with the updated it costs - east power should be $ 2.1million .",1
<20929698.1075845070298.JavaMail.evans@thyme>,0.99313414,1,P_9,train,18,i 'll be glad to meet with you and explain the assumptions and how the model works .,22
<25114613.1075843703022.JavaMail.evans@thyme>,0.26638052,1,P_2,train,30,"price caps do not provide incentives for conservation and do not provide incentives for investment "" in new power plants , said idaho gov. dirk kempthorne , a republican .",160
<12762656.1075840497067.JavaMail.evans@thyme>,0.21048105,0,P_2,train,7,"to : bridges , michael subject :",15
<29574756.1075854466397.JavaMail.evans@thyme>,0.46497154,1,P_4,train,24,"also , all completed transactions still must be posted on the ebbs and confirmed by the pipelines before the deal is actually completed .",13
<7990652.1075849858165.JavaMail.evans@thyme>,0.5354372,0,P_5,train,11,authority to trade a commodity for which you are not= =,13
<23886805.1075860457412.JavaMail.evans@thyme>,0.2378061,0,P_2,train,31,"now i guess we 've drawn= a=20 line in the sand , "" said lodi utility director alan vallow.=20 pg&e said it is reviewing its interconnection contract , the agreement that=",218
<21293144.1075840044766.JavaMail.evans@thyme>,0.87776554,1,P_8,train,9,south high school 30 new classmates have joined .,9
<11641857.1075860221343.JavaMail.evans@thyme>,0.6242335999999999,1,P_6,train,22,they need to know if the user must scroll through and agree to the gtc each time they transact a trade .,6
<13972549.1075861248525.JavaMail.evans@thyme>,0.1535447,1,P_1,train,13,ever really want someone to wake you up from a bad dream ...,17
<25313970.1075842486341.JavaMail.evans@thyme>,0.32340673,0,P_3,train,4,Enron/ETS Code of Ethics,0
<24701265.1075840751396.JavaMail.evans@thyme>,0.31809285,0,P_3,val,9,: log in to the @global support area :,21
<10820031.1075841998340.JavaMail.evans@thyme>,0.8947308,1,P_8,train,17,"because positions are volatile , the tenor and size of the next transaction also determine approval .",13
<3554254.1075840315310.JavaMail.evans@thyme>,0.32055956,0,P_3,train,5,meet the power dancers !,24
<30943476.1075846347473.JavaMail.evans@thyme>,0.17332478,1,P_1,train,13,forwarded by joe hartsoe / corp / enron on 10/30/2000 02:59 pm -----,1
<12237692.1075861034512.JavaMail.evans@thyme>,0.7961245,0,P_7,train,46,"taku yamasaki , secretary general of japan= 's ruling ldp party said that while current tax rates will remain unchanged= or be lowered for the time being , they may be raised in the mid- and long-= term in order to achieve fiscal structural reform .",13
<17675648.1075862250183.JavaMail.evans@thyme>,0.3278019,0,P_3,train,17,"( recasts with denial , comments from financial institution in paragraphs 5 - 6 ) bombay ,",2
<6953688.1075844788130.JavaMail.evans@thyme>,0.8736668,1,P_8,train,15,"ok , let me know if this has everything in it and looks ok .",2
<18835130.1075843681535.JavaMail.evans@thyme>,0.9378707,1,P_9,train,18,the grant will pay for services that prepare preschool children with disabilities for classes in public schools .,186
<14712041.1075858137506.JavaMail.evans@thyme>,0.39197704,1,P_3,train,9,"nite , getting massages and i made reserv .",4
<26567569.1075840035961.JavaMail.evans@thyme>,0.11338419,0,P_1,test,13,"december 19 , 2001 for december 20 through 22 , 2001 peak(heavy )",4
<30029419.1075857501908.JavaMail.evans@thyme>,0.31088015,0,P_3,train,8,"> , "" john r. staffier "" <",25
<13602886.1075860036027.JavaMail.evans@thyme>,0.24458447,1,P_2,train,8,the reference basis is 18 degrees celsius .,15
<31348417.1075854995215.JavaMail.evans@thyme>,0.2065246,0,P_2,train,6,787947 title of the call :,16
<10123411.1075852612010.JavaMail.evans@thyme>,0.35015133,0,P_3,train,5,you are now free .,20
